,INDEX,Date,Id,Loc.x,Loc.y,Loc.z,Hostility,hit,Heart Rate,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,arm.roll,arm.pitch,arm.heading,Shot,body.heading,body.roll,body.pitch,head.heading,head.roll,head.pitch
1281,1553,2018-02-09 17:41:49.896,1,129,92,14,0,0,69,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,110.8125,-99.0,-99.0,110.8125,18.9375,-77.0625
1282,1554,2018-02-09 17:41:50.102,1,129,92,15,0,0,66,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,110.8125,-99.0,-99.0,110.8125,18.9375,-77.0625
1283,1555,2018-02-09 17:41:50.310,1,129,92,14,0,0,69,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,110.8125,-99.0,-99.0,110.8125,18.9375,-77.0625
1284,1556,2018-02-09 17:41:50.529,1,130,92,14,0,0,69,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,110.8125,-99.0,-99.0,110.8125,18.9375,-77.0625
1285,1557,2018-02-09 17:41:50.725,1,130,92,14,0,0,67,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,110.8125,-99.0,-99.0,110.8125,18.9375,-77.0625
1286,1558,2018-02-09 17:41:50.933,1,129,92,14,0,0,67,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,110.8125,-99.0,-99.0,110.8125,18.9375,-77.0625
1287,1559,2018-02-09 17:41:51.139,1,130,92,14,0,0,67,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,110.8125,-99.0,-99.0,110.8125,18.9375,-77.0625
1288,1048,2018-02-09 17:07:00.893,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1289,1049,2018-02-09 17:07:01.101,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1290,1050,2018-02-09 17:07:01.308,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1291,1051,2018-02-09 17:07:01.515,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1292,1052,2018-02-09 17:07:01.726,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1293,1053,2018-02-09 17:07:01.930,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1294,1054,2018-02-09 17:07:02.140,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1295,1055,2018-02-09 17:07:02.346,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1296,1056,2018-02-09 17:07:02.557,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1297,1057,2018-02-09 17:07:02.765,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1298,1058,2018-02-09 17:07:02.974,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1299,1059,2018-02-09 17:07:03.180,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1300,1060,2018-02-09 17:07:03.389,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1301,1061,2018-02-09 17:07:03.598,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1302,1062,2018-02-09 17:07:03.805,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1303,1063,2018-02-09 17:07:04.013,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1304,1064,2018-02-09 17:07:04.222,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1305,1065,2018-02-09 17:07:04.430,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1306,1066,2018-02-09 17:07:04.639,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1307,1067,2018-02-09 17:07:04.847,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1308,1068,2018-02-09 17:07:05.052,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1309,1069,2018-02-09 17:07:05.261,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1310,1070,2018-02-09 17:07:05.469,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1311,1071,2018-02-09 17:07:05.682,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1312,1072,2018-02-09 17:07:05.891,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1313,1073,2018-02-09 17:07:06.170,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1314,1074,2018-02-09 17:07:06.303,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1315,1075,2018-02-09 17:07:06.573,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1316,1076,2018-02-09 17:07:06.718,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1317,1077,2018-02-09 17:07:06.926,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1318,1078,2018-02-09 17:07:07.136,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1319,1079,2018-02-09 17:07:07.342,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1320,1080,2018-02-09 17:07:07.549,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1321,1081,2018-02-09 17:07:07.758,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1322,1082,2018-02-09 17:07:07.963,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1323,1083,2018-02-09 17:07:08.173,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1324,1084,2018-02-09 17:07:08.380,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1325,1085,2018-02-09 17:07:08.584,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1326,1086,2018-02-09 17:07:08.793,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1327,1087,2018-02-09 17:07:09.001,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1328,1088,2018-02-09 17:07:30.713,1,-99,-99,-99,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
1329,1089,2018-02-09 17:07:30.928,1,1,1,1,0,0,1,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1330,1090,2018-02-09 17:07:31.129,1,1,1,0,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1331,1091,2018-02-09 17:07:31.336,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1332,1092,2018-02-09 17:07:31.549,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1333,1093,2018-02-09 17:07:31.760,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1334,1094,2018-02-09 17:07:31.968,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1335,1095,2018-02-09 17:07:32.176,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1336,1096,2018-02-09 17:07:32.385,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1337,1097,2018-02-09 17:07:32.606,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1338,1098,2018-02-09 17:07:32.808,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1339,1099,2018-02-09 17:07:33.019,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1340,1100,2018-02-09 17:07:33.231,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1341,1101,2018-02-09 17:07:33.435,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1342,1102,2018-02-09 17:07:33.642,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1343,1103,2018-02-09 17:07:33.858,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1344,1104,2018-02-09 17:07:34.061,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1345,1105,2018-02-09 17:07:34.270,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1346,1106,2018-02-09 17:07:34.483,1,1,1,1,0,0,1,1,2,3,4,5,6,7,11111111,1.0,1.0,1.0,0,-99.0,-99.0,-99.0,1.0,1.0,1.0
1347,1312,2018-02-09 17:32:51.497,1,130,88,23,0,0,79,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1348,1313,2018-02-09 17:32:51.710,1,129,88,23,0,0,80,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1349,1314,2018-02-09 17:32:51.915,1,129,88,23,0,0,82,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1350,1315,2018-02-09 17:32:52.124,1,129,88,23,0,0,79,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1351,1316,2018-02-09 17:32:52.329,1,130,88,25,0,0,81,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1352,1317,2018-02-09 17:32:52.536,1,130,88,24,0,0,83,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1353,1318,2018-02-09 17:32:52.744,1,129,88,23,0,0,82,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1354,1319,2018-02-09 17:32:52.952,1,-38,81,2,0,0,79,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1355,1320,2018-02-09 17:32:53.158,1,112,95,-11,0,0,78,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1356,1321,2018-02-09 17:32:53.364,1,136,90,17,0,0,78,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1357,1322,2018-02-09 17:32:53.568,1,146,81,57,0,0,79,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1358,1323,2018-02-09 17:32:53.777,1,143,83,73,0,0,78,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1359,1324,2018-02-09 17:32:53.986,1,142,79,70,0,0,78,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1360,1325,2018-02-09 17:32:54.191,1,134,87,77,0,0,79,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1361,1326,2018-02-09 17:32:54.399,1,133,87,69,0,0,78,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.5
1362,1327,2018-02-09 17:32:54.608,1,134,82,60,0,0,80,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1363,1328,2018-02-09 17:32:54.815,1,131,84,52,0,0,81,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,13.125,-8.125,-72.4375
1364,1329,2018-02-09 17:32:55.020,1,132,82,47,0,0,79,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,15.4375,-9.1875,-77.75
1365,1330,2018-02-09 17:32:55.236,1,127,85,27,0,0,77,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,4.625,4.3125,-72.5
1366,1331,2018-02-09 17:32:55.440,1,128,85,23,0,0,76,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,3.875,4.25,-70.5
1367,1332,2018-02-09 17:32:55.656,1,128,86,19,0,0,77,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,11.6875,-1.3125,-77.3125
1368,1333,2018-02-09 17:32:55.864,1,127,86,20,0,0,80,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,5.0625,9.5625,-85.0
1369,1334,2018-02-09 17:32:56.070,1,119,90,32,0,0,77,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,3.5625,15.8125,-82.875
1370,1335,2018-02-09 17:32:56.278,1,114,93,35,0,0,76,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,1.0,17.75,-85.625
1371,1336,2018-02-09 17:32:56.497,1,116,88,49,0,0,77,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,358.625,19.5625,-90.0625
1372,1337,2018-02-09 17:32:56.704,1,117,87,51,0,0,76,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,358.1875,21.5625,-92.9375
1373,1338,2018-02-09 17:32:56.906,1,118,88,48,0,0,78,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,355.375,23.75,-94.25
1374,1339,2018-02-09 17:32:57.114,1,119,86,49,0,0,77,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,355.375,23.8125,-94.3125
1375,1340,2018-02-09 17:32:57.321,1,119,87,48,0,0,77,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,355.3125,23.8125,-94.4375
1376,1341,2018-02-09 17:32:57.529,1,120,88,48,0,0,76,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,355.25,23.875,-94.5
1377,1342,2018-02-09 17:32:57.735,1,120,87,47,0,0,77,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,355.25,23.875,-94.5625
1378,1343,2018-02-09 17:32:57.942,1,120,87,48,0,0,77,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,355.25,23.875,-94.5625
1379,1344,2018-02-09 17:32:58.151,1,120,87,48,0,0,80,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,355.125,23.9375,-94.6875
1380,1345,2018-02-09 17:32:58.357,1,120,87,48,0,0,77,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,355.0625,24.0625,-94.8125
1381,1346,2018-02-09 17:32:58.573,1,118,88,45,0,0,76,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,355.0,24.125,-94.875
1382,1347,2018-02-09 17:32:58.777,1,119,86,48,0,0,73,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,354.9375,24.125,-94.9375
1383,1348,2018-02-09 17:32:58.985,1,119,86,47,0,0,72,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,354.875,24.1875,-95.0
1384,1349,2018-02-09 17:32:59.188,1,119,87,47,0,0,71,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,354.875,24.1875,-95.0
1385,1350,2018-02-09 17:32:59.398,1,119,88,46,0,0,68,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,354.875,24.1875,-95.0
1386,1351,2018-02-09 17:32:59.603,1,118,87,46,0,0,65,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,354.875,24.1875,-95.0625
1387,1352,2018-02-09 17:32:59.818,1,118,87,46,0,0,64,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,354.8125,24.25,-95.125
1388,1353,2018-02-09 17:33:00.021,1,118,87,47,0,0,66,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,354.8125,24.25,-95.1875
1389,1354,2018-02-09 17:33:00.228,1,118,87,50,0,0,68,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,354.8125,24.25,-95.1875
1390,1355,2018-02-09 17:33:00.438,1,119,85,50,0,0,71,1,2,3,4,5,6,7,-792,-99.0,-99.0,-99.0,0,-99.0,-99.0,-99.0,354.75,24.3125,-95.25
1391,1952,2018-02-09 17:45:01.497,1,170,78,63,0,0,116,1,2,3,4,5,6,7,3118447651002732163,-10139.0,3001.0,-7845.0,0,132.25,-99.0,-99.0,132.25,-2.6875,-84.5
1392,1953,2018-02-09 17:45:01.706,1,177,73,51,0,0,118,1,2,3,4,5,6,7,5826261724202048,-10235.0,2650.0,-7491.0,0,141.9375,-99.0,-99.0,141.9375,-4.875,-84.75
1393,1954,2018-02-09 17:45:01.916,1,178,72,43,0,0,116,1,2,3,4,5,6,7,1525231621191721,-10264.0,2167.0,-6923.0,0,149.8125,-99.0,-99.0,149.8125,-4.25,-88.875
1394,1955,2018-02-09 17:45:02.152,1,172,78,41,0,0,116,1,2,3,4,5,6,7,2121211925171821,-10444.0,1889.0,-6205.0,0,160.5,-99.0,-99.0,160.5,-9.4375,-91.875
1395,1956,2018-02-09 17:45:02.335,1,171,81,43,0,0,113,1,2,3,4,5,6,7,1817261918191818,-10564.0,1375.0,-5395.0,0,188.125,-99.0,-99.0,188.125,-23.6875,-89.625
1396,1957,2018-02-09 17:45:02.545,1,164,90,56,0,0,113,1,2,3,4,5,6,7,1816231816181715,-10647.0,906.0,-4947.0,0,200.3125,-99.0,-99.0,200.3125,-25.625,-92.375
1397,1958,2018-02-09 17:45:02.756,1,161,90,64,0,0,116,1,2,3,4,5,6,7,1520211718171717,-10715.0,850.0,-4810.0,0,184.6875,-99.0,-99.0,184.6875,-17.9375,-95.0625
1398,1959,2018-02-09 17:45:02.966,1,162,88,64,0,0,116,1,2,3,4,5,6,7,1715201819172115,-10725.0,985.0,-4889.0,0,177.9375,-99.0,-99.0,177.9375,-14.125,-95.8125
1399,1960,2018-02-09 17:45:03.175,1,161,92,61,0,0,114,1,2,3,4,5,6,7,2218181919191916,-10685.0,1159.0,-4967.0,0,186.125,-99.0,-99.0,186.125,-12.9375,-95.3125
1400,1961,2018-02-09 17:45:03.386,1,156,92,62,0,0,116,1,2,3,4,5,6,7,1918171716191915,-10654.0,1242.0,-4995.0,0,198.125,-99.0,-99.0,198.125,-11.1875,-93.5
1401,1962,2018-02-09 17:45:03.596,1,155,92,63,0,0,113,1,2,3,4,5,6,7,1722191716181517,-10642.0,1258.0,-4996.0,0,238.0,-99.0,-99.0,238.0,-14.3125,-89.625
1402,1963,2018-02-09 17:45:03.803,1,155,92,62,0,0,112,1,2,3,4,5,6,7,2120171717151417,-10633.0,1260.0,-4991.0,0,279.5,-99.0,-99.0,279.5,-14.75,-82.1875
1403,1964,2018-02-09 17:45:04.016,1,153,90,64,0,0,115,1,2,3,4,5,6,7,2019211919171620,-10632.0,1264.0,-4988.0,0,292.5625,-99.0,-99.0,292.5625,-12.3125,-79.125
1404,1965,2018-02-09 17:45:04.223,1,155,89,66,0,0,115,1,2,3,4,5,6,7,1819211715192019,-10632.0,1267.0,-4985.0,0,300.8125,-99.0,-99.0,300.8125,-4.875,-78.4375
1405,1966,2018-02-09 17:45:04.460,1,159,88,70,0,0,115,1,2,3,4,5,6,7,1721181819191213,-10630.0,1271.0,-4982.0,0,296.625,-99.0,-99.0,298.0625,0.125,-78.3125
1406,1967,2018-02-09 17:45:04.658,1,161,87,72,0,0,113,1,2,3,4,5,6,7,1819161817201615,-10629.0,1277.0,-4976.0,0,299.6875,-99.0,-99.0,299.6875,0.0,-78.0625
1407,1968,2018-02-09 17:45:04.855,1,162,88,75,0,0,111,1,2,3,4,5,6,7,1919211822161718,-10630.0,1280.0,-4973.0,0,300.0,-99.0,-99.0,300.0,-0.875,-76.6875
1408,1969,2018-02-09 17:45:05.063,1,158,84,72,0,0,112,1,2,3,4,5,6,7,1824161818171817,-10616.0,1283.0,-4971.0,0,302.6875,-99.0,-99.0,305.625,0.0625,-73.5625
1409,1970,2018-02-09 17:45:05.271,1,156,84,72,0,0,110,1,2,3,4,5,6,7,1823201417161716,-10622.0,1299.0,-4963.0,0,314.8125,-99.0,-99.0,314.8125,3.5,-76.8125
1410,1683,2018-02-09 17:44:05.076,1,168,80,71,0,0,87,1,2,3,4,5,6,7,205413411563283377,-7015.0,-2462.0,2976.0,0,186.25,-99.0,-99.0,186.25,-17.3125,-86.0
1411,1684,2018-02-09 17:44:05.287,1,170,80,70,0,0,87,1,2,3,4,5,6,7,2563127171832841100,-7047.0,-2473.0,2975.0,0,188.75,-99.0,-99.0,188.75,-15.0625,-80.625
1412,1685,2018-02-09 17:44:05.497,1,171,79,70,0,0,84,1,2,3,4,5,6,7,336212785923246119,-7130.0,-2527.0,2960.0,0,187.5,-99.0,-99.0,187.5,-10.5625,-78.125
1413,1686,2018-02-09 17:44:05.708,1,175,78,66,0,0,87,1,2,3,4,5,6,7,7960168154833654118,-7143.0,-2503.0,2946.0,0,184.6875,-99.0,-99.0,184.6875,-9.375,-75.8125
1414,1687,2018-02-09 17:44:05.915,1,177,72,75,0,0,87,1,2,3,4,5,6,7,4372147119713242100,-7125.0,-2517.0,2932.0,0,181.6875,-99.0,-99.0,181.6875,-6.9375,-77.4375
1415,1688,2018-02-09 17:44:06.126,1,180,73,71,0,0,84,1,2,3,4,5,6,7,4784172214983642103,-7091.0,-2504.0,2931.0,0,181.8125,-99.0,-99.0,181.8125,-5.0,-72.625
1416,1689,2018-02-09 17:44:06.381,1,181,70,67,0,0,87,1,2,3,4,5,6,7,9064131118643052114,-7100.0,-2494.0,2926.0,0,184.125,-99.0,-99.0,184.125,-3.0625,-70.5625
1417,1690,2018-02-09 17:44:06.545,1,181,68,66,0,0,88,1,2,3,4,5,6,7,8966127118703044112,-7068.0,-2486.0,2928.0,0,185.75,-99.0,-99.0,185.75,-2.5,-68.75
1418,1691,2018-02-09 17:44:06.786,1,180,68,65,0,0,91,1,2,3,4,5,6,7,436586115442547118,-7033.0,-2479.0,2940.0,0,185.0625,-99.0,-99.0,185.0625,-2.0625,-68.5
