S_INDEX,S_DATE,S_SHOOTER.ID,S_SHOOTER.LOC.X,S_SHOOTER.LOC.Y,S_SHOOTER.LOC.Z,S_SHOOTER.HOSTILITY,S_SHOOTER.HIT,S_SHOOTER.HR,S_SHOOTER.ARM.EMG,S_SHOOTER.ARM.ROLL,S_SHOOTER.ARM.PITCH,S_SHOOTER.ARM.HEADING,S_SHOOTER.SHOT,S_SHOOTER.BODY.HEADING,S_SHOOTER.BODY.ROLL,S_SHOOTER.BODY.PITCH,S_SHOOTER.HEAD.HEADING,S_SHOOTER.HEAD.ROLL,S_SHOOTER.HEAD.PITCH
1096,09-FEB-18 05.07.32.385000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1097,09-FEB-18 05.07.32.606000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1098,09-FEB-18 05.07.32.808000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1099,09-FEB-18 05.07.33.019000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1100,09-FEB-18 05.07.33.231000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1101,09-FEB-18 05.07.33.435000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1102,09-FEB-18 05.07.33.642000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1103,09-FEB-18 05.07.33.858000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1104,09-FEB-18 05.07.34.061000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1105,09-FEB-18 05.07.34.270000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1106,09-FEB-18 05.07.34.483000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1107,09-FEB-18 05.07.34.692000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1108,09-FEB-18 05.07.34.898000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1109,09-FEB-18 05.07.35.108000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1110,09-FEB-18 05.07.35.314000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1111,09-FEB-18 05.07.35.523000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1112,09-FEB-18 05.07.35.733000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1113,09-FEB-18 05.07.35.941000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1114,09-FEB-18 05.07.36.152000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1115,09-FEB-18 05.07.36.360000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1116,09-FEB-18 05.07.36.570000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1151,09-FEB-18 05.15.11.894000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1152,09-FEB-18 05.15.12.014000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,-99,-99,-99
1153,09-FEB-18 05.15.12.227000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1154,09-FEB-18 05.15.12.435000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1155,09-FEB-18 05.15.12.644000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1156,09-FEB-18 05.15.12.867000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1157,09-FEB-18 05.15.13.064000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1158,09-FEB-18 05.15.13.273000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1159,09-FEB-18 05.15.13.487000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1160,09-FEB-18 05.15.13.689000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1161,09-FEB-18 05.15.13.904000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1162,09-FEB-18 05.15.14.108000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1163,09-FEB-18 05.15.14.317000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1164,09-FEB-18 05.15.14.529000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1165,09-FEB-18 05.15.14.741000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1166,09-FEB-18 05.15.14.949000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1167,09-FEB-18 05.15.15.159000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1168,09-FEB-18 05.15.15.368000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1169,09-FEB-18 05.15.15.586000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1170,09-FEB-18 05.15.15.797000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1171,09-FEB-18 05.15.16.006000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1172,09-FEB-18 05.15.16.220000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1173,09-FEB-18 05.15.16.422000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1174,09-FEB-18 05.15.16.634000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1175,09-FEB-18 05.15.16.844000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1176,09-FEB-18 05.15.17.054000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1177,09-FEB-18 05.15.17.261000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1178,09-FEB-18 05.15.17.474000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1179,09-FEB-18 05.15.17.681000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1180,09-FEB-18 05.15.17.888000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1181,09-FEB-18 05.15.18.099000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1182,09-FEB-18 05.15.18.310000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1183,09-FEB-18 05.15.18.523000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1184,09-FEB-18 05.18.20.629000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1185,09-FEB-18 05.18.20.844000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,-99,-99,-99
1186,09-FEB-18 05.18.21.057000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,-99,-99,-99
1187,09-FEB-18 05.18.21.463000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1188,09-FEB-18 05.18.21.680000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1189,09-FEB-18 05.18.21.888000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1190,09-FEB-18 05.18.22.090000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1191,09-FEB-18 05.18.22.302000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1192,09-FEB-18 05.18.22.508000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1193,09-FEB-18 05.18.22.715000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1194,09-FEB-18 05.18.22.924000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1195,09-FEB-18 05.18.23.133000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1196,09-FEB-18 05.18.23.332000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1197,09-FEB-18 05.18.23.545000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1198,09-FEB-18 05.18.23.750000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1199,09-FEB-18 05.18.23.957000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1200,09-FEB-18 05.18.24.161000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1201,09-FEB-18 05.18.24.369000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1202,09-FEB-18 05.18.24.577000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1203,09-FEB-18 05.18.24.786000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1204,09-FEB-18 05.18.24.998000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1205,09-FEB-18 05.18.25.200000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1206,09-FEB-18 05.18.25.412000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1207,09-FEB-18 05.18.25.624000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1208,09-FEB-18 05.18.25.831000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1209,09-FEB-18 05.18.26.039000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1210,09-FEB-18 05.18.26.245000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1211,09-FEB-18 05.18.26.455000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1212,09-FEB-18 05.18.26.662000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,-99,-99,-99
1213,09-FEB-18 05.21.07.853000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1214,09-FEB-18 05.21.07.934000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,-99,-99,-99
1215,09-FEB-18 05.21.08.156000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1216,09-FEB-18 05.21.08.351000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1217,09-FEB-18 05.21.08.560000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1218,09-FEB-18 05.21.08.769000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1219,09-FEB-18 05.21.08.982000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1220,09-FEB-18 05.21.09.190000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1221,09-FEB-18 05.21.09.394000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1222,09-FEB-18 05.21.09.603000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1223,09-FEB-18 05.21.09.815000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1224,09-FEB-18 05.21.10.020000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1225,09-FEB-18 05.21.10.229000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1226,09-FEB-18 05.21.10.437000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1227,09-FEB-18 05.21.10.653000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1228,09-FEB-18 05.21.10.865000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1229,09-FEB-18 05.21.11.070000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1230,09-FEB-18 05.21.11.278000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1231,09-FEB-18 05.21.11.489000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1232,09-FEB-18 05.21.11.698000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1233,09-FEB-18 05.21.11.907000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1234,09-FEB-18 05.21.12.115000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1235,09-FEB-18 05.21.12.321000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1236,09-FEB-18 05.21.12.532000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1117,09-FEB-18 05.09.36.424000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1118,09-FEB-18 05.09.36.465000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,-99,-99,-99
1119,09-FEB-18 05.09.36.674000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1120,09-FEB-18 05.09.36.881000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1121,09-FEB-18 05.09.37.090000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1122,09-FEB-18 05.09.37.301000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1123,09-FEB-18 05.09.37.506000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1124,09-FEB-18 05.09.37.713000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1125,09-FEB-18 05.09.37.922000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1126,09-FEB-18 05.09.38.128000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1127,09-FEB-18 05.09.38.338000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1128,09-FEB-18 05.09.38.544000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1129,09-FEB-18 05.09.38.757000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1130,09-FEB-18 05.09.38.960000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1131,09-FEB-18 05.09.39.165000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1132,09-FEB-18 05.09.39.372000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1133,09-FEB-18 05.09.39.579000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1134,09-FEB-18 05.09.39.790000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1135,09-FEB-18 05.09.40.001000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1136,09-FEB-18 05.09.40.211000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1137,09-FEB-18 05.09.40.415000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1138,09-FEB-18 05.09.40.632000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1139,09-FEB-18 05.09.40.840000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1140,09-FEB-18 05.09.41.054000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1141,09-FEB-18 05.09.41.258000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1142,09-FEB-18 05.09.41.467000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1143,09-FEB-18 05.09.41.675000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1144,09-FEB-18 05.09.41.886000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1145,09-FEB-18 05.09.42.097000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1146,09-FEB-18 05.09.42.304000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1147,09-FEB-18 05.09.42.515000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1148,09-FEB-18 05.09.42.722000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1149,09-FEB-18 05.09.42.932000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1150,09-FEB-18 05.09.43.142000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1237,09-FEB-18 05.21.12.740000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1238,09-FEB-18 05.21.12.949000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1239,09-FEB-18 05.21.13.157000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1240,09-FEB-18 05.21.13.371000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1241,09-FEB-18 05.21.13.576000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(11111111),1,1,1,0,-99,-99,-99,1,1,1
1242,09-FEB-18 05.26.26.194000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1243,09-FEB-18 05.30.54.751000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1244,09-FEB-18 05.30.54.894000000 PM,1,-99,-99,-99,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,-99,-99,-99
1245,09-FEB-18 05.30.55.104000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1246,09-FEB-18 05.30.55.311000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1247,09-FEB-18 05.30.55.518000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1248,09-FEB-18 05.30.55.730000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1249,09-FEB-18 05.30.55.936000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1250,09-FEB-18 05.30.56.141000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1251,09-FEB-18 05.30.56.349000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1252,09-FEB-18 05.30.56.557000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1253,09-FEB-18 05.30.56.762000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1254,09-FEB-18 05.30.56.968000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1255,09-FEB-18 05.30.57.177000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1256,09-FEB-18 05.30.57.381000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1257,09-FEB-18 05.30.57.588000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1258,09-FEB-18 05.30.57.795000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1259,09-FEB-18 05.30.58.000000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
1260,09-FEB-18 05.30.58.211000000 PM,1,1,1,1,0,0,1,SYSMAN.EMG_OBJ(-792),-99,-99,-99,0,-99,-99,-99,1,1,1
